Image,Component,Origin,License
scenescape-mapping-mapanything,ffmpeg:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,ffmpy==1.0.0,pypi,MIT
scenescape-mapping-mapanything,filelock==3.25.1,pypi,MIT
scenescape-mapping-mapanything,findutils:4.9.0-4,Ubuntu,BSD-3-Clause AND FSFAP AND FSFULLR AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3- AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND X11 AND LicenseRef-public-domain
scenescape-mapping-mapanything,flask==3.0.3,pypi,NOASSERTION
scenescape-mapping-mapanything,flask-cors==6.0.0,pypi,NOASSERTION
scenescape-mapping-mapanything,fontconfig:2.14.1-4,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,fontconfig-config:2.14.1-4,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,fonts-dejavu-core:2.37-6,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND Bitstream-Vera
scenescape-mapping-mapanything,fonttools==4.62.0,pypi,MIT
scenescape-mapping-mapanything,fsspec==2026.2.0,pypi,BSD-3-Clause
scenescape-mapping-mapanything,gcc-12-base:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-mapping-mapanything,git:1:2.39.5-0+deb12u3,Ubuntu,Apache-2.0 AND LicenseRef-Artistic AND BSD-3-Clause AND LicenseRef-Boost AND LicenseRef-EDL-1.0 AND LicenseRef-Expat AND LicenseRef-GPL AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND Zlib AND LicenseRef-dlmalloc AND LicenseRef-mingw-runtime
scenescape-mapping-mapanything,git-man:1:2.39.5-0+deb12u3,Ubuntu,Apache-2.0 AND LicenseRef-Artistic AND BSD-3-Clause AND LicenseRef-Boost AND LicenseRef-EDL-1.0 AND LicenseRef-Expat AND LicenseRef-GPL AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND Zlib AND LicenseRef-dlmalloc AND LicenseRef-mingw-runtime
scenescape-mapping-mapanything,gpgv:2.2.40-1.1+deb12u2,Ubuntu,BSD-3-Clause AND CC0-1.0 AND LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND LicenseRef-RFC-Reference AND LicenseRef-TinySCHEME AND LicenseRef-permissive
scenescape-mapping-mapanything,gradio@6.7.0,npm,NOASSERTION
scenescape-mapping-mapanything,gradio==6.7.0,pypi,Apache-2.0
scenescape-mapping-mapanything,gradio-client==2.2.0,pypi,Apache-2.0
scenescape-mapping-mapanything,gradio-server-app@UNKNOWN,npm,NOASSERTION
scenescape-mapping-mapanything,gradio_client@2.2.0,npm,NOASSERTION
scenescape-mapping-mapanything,grep:3.8-5,Ubuntu,GPL-3.0-only AND GPL-3.0-or-later
scenescape-mapping-mapanything,groovy==0.1.2,pypi,NOASSERTION
scenescape-mapping-mapanything,grpcio==1.78.0,pypi,Apache-2.0
scenescape-mapping-mapanything,gui:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-mapping-mapanything,gui-32:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-mapping-mapanything,gui-64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-mapping-mapanything,gui-arm64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-mapping-mapanything,gunicorn==22.0.0,pypi,MIT
scenescape-mapping-mapanything,gzip:1.12-1,Ubuntu,LicenseRef-FSF-manpages AND LicenseRef-GFDL-1.3--no-invariant AND LicenseRef-GFDL-3 AND GPL-3.0-only AND GPL-3.0-or-later
scenescape-mapping-mapanything,h11==0.16.0,pypi,MIT
scenescape-mapping-mapanything,hf-xet==1.3.2,pypi,Apache-2.0
scenescape-mapping-mapanything,hostname:3.23+nmu1,Ubuntu,GPL-2.0-only
scenescape-mapping-mapanything,httpcore==1.0.9,pypi,BSD-3-Clause
scenescape-mapping-mapanything,httpx==0.28.1,pypi,BSD-3-Clause
scenescape-mapping-mapanything,huggingface-hub==1.3.1,pypi,LicenseRef-Apache
scenescape-mapping-mapanything,hydra-core==1.3.2,pypi,MIT
scenescape-mapping-mapanything,idna==3.11,pypi,BSD-3-Clause
scenescape-mapping-mapanything,importlib-metadata==8.7.1,pypi,Apache-2.0
scenescape-mapping-mapanything,importlib-metadata==8.7.1,pypi,Apache-2.0
scenescape-mapping-mapanything,init-system-helpers:1.65.2+deb12u1,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-mapping-mapanything,ipython==9.10.0,pypi,BSD-3-Clause
scenescape-mapping-mapanything,ipython-pygments-lexers==1.1.1,pypi,NOASSERTION
scenescape-mapping-mapanything,ipywidgets==8.1.8,pypi,LicenseRef-BSD-3-Clause-License
scenescape-mapping-mapanything,itsdangerous==2.2.0,pypi,NOASSERTION
scenescape-mapping-mapanything,jaraco-context==6.1.0,pypi,MIT
scenescape-mapping-mapanything,jaraco-functools==4.4.0,pypi,MIT
scenescape-mapping-mapanything,jaraco-text==4.0.0,pypi,NOASSERTION
scenescape-mapping-mapanything,jaxtyping==0.3.9,pypi,MIT
scenescape-mapping-mapanything,jedi==0.19.2,pypi,MIT
scenescape-mapping-mapanything,jinja2==3.1.6,pypi,NOASSERTION
scenescape-mapping-mapanything,joblib==1.5.3,pypi,BSD-3-Clause
scenescape-mapping-mapanything,jsonschema==4.26.0,pypi,MIT
scenescape-mapping-mapanything,jsonschema-specifications==2025.9.1,pypi,MIT
scenescape-mapping-mapanything,jupyter-core==5.9.1,pypi,BSD-3-Clause
scenescape-mapping-mapanything,jupyterlab-plotly@6.0.1,npm,MIT
scenescape-mapping-mapanything,jupyterlab-plotly@6.0.1,npm,MIT
scenescape-mapping-mapanything,jupyterlab-widgets==3.0.16,pypi,BSD-3-Clause
scenescape-mapping-mapanything,kiwisolver==1.5.0,pypi,LicenseRef-4e89b2eeb82ea10ec61119c814f2ca0bbccdc22b72d0eb4f5542ef08f6a73ed2
scenescape-mapping-mapanything,libXau:1.0.9-3.el8,UNKNOWN,NOASSERTION
scenescape-mapping-mapanything,libacl1:2.3.1-3,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-only
scenescape-mapping-mapanything,libaom3:3.6.0-1+deb12u2,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-Expat AND ISC AND LicenseRef-public-domain-md5
scenescape-mapping-mapanything,libapt-pkg6.0:2.6.1,Ubuntu,BSD-3-Clause AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-mapping-mapanything,libasound2:1.2.8-1+b1,Ubuntu,LGPL-2.1-only AND LicenseRef-LPGL-2.1-
scenescape-mapping-mapanything,libasound2-data:1.2.8-1,Ubuntu,LGPL-2.1-only AND LicenseRef-LPGL-2.1-
scenescape-mapping-mapanything,libass9:1:0.17.1-1,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND ISC AND LicenseRef-other-1
scenescape-mapping-mapanything,libasyncns0:0.8-6+b3,Ubuntu,LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libattr1:1:2.5.1-4,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-only
scenescape-mapping-mapanything,libaudit-common:1:3.0.9-1,Ubuntu,GPL-1.0-only AND GPL-2.0-only AND LGPL-2.1-only
scenescape-mapping-mapanything,libaudit1:1:3.0.9-1,Ubuntu,GPL-1.0-only AND GPL-2.0-only AND LGPL-2.1-only
scenescape-mapping-mapanything,libavc1394-0:0.5.4-5,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libavcodec59:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,libavdevice59:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,libavfilter8:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,libavformat59:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,libavutil57:7:5.1.8-0+deb12u1,Ubuntu,BSD-1-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND IJG AND ISC AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Sundry AND Zlib AND LicenseRef-man-page AND LicenseRef-public-domain
scenescape-mapping-mapanything,libblas3:3.11.0-2,Ubuntu,BSD-3-Clause AND LicenseRef-BSD-3-clause-intel
scenescape-mapping-mapanything,libblkid1:2.38.1-5+deb12u3,Ubuntu,BSD-3-Clause AND BSD-4-Clause AND LicenseRef-BSLA AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-LGPL AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND MIT AND LicenseRef-public-domain
scenescape-mapping-mapanything,libbluray2:1:1.3.4-1,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MPL-1.0 AND LicenseRef-custom
scenescape-mapping-mapanything,libbrotli1:1.0.9-2+b6,Ubuntu,MIT
scenescape-mapping-mapanything,libbs2b0:3.1.0+dfsg-7,Ubuntu,LicenseRef-Expat AND LicenseRef-FSF-unlimited AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-MIT-FSF-public
scenescape-mapping-mapanything,libbsd0:0.11.7-2,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND LicenseRef-BSD-2-clause-author AND LicenseRef-BSD-2-clause-verbatim AND BSD-3-Clause AND LicenseRef-BSD-3-clause-John-Birrell AND LicenseRef-BSD-3-clause-Regents AND LicenseRef-BSD-3-clause-author AND LicenseRef-BSD-4-clause-Niels-Provos AND Beerware AND LicenseRef-Expat AND ISC AND LicenseRef-ISC-Original AND libutil-David-Nugent AND LicenseRef-public-domain
scenescape-mapping-mapanything,libbz2-1.0:1.0.8-5+b1,Ubuntu,LicenseRef-BSD-variant AND GPL-2.0-only
scenescape-mapping-mapanything,libc-bin:2.36-9+deb12u13,Ubuntu,GPL-2.0-only AND LGPL-2.1-only
scenescape-mapping-mapanything,libc6:2.36-9+deb12u13,Ubuntu,GPL-2.0-only AND LGPL-2.1-only
scenescape-mapping-mapanything,libcaca0:0.99.beta20-3,Ubuntu,LicenseRef-GPL AND GPL-1.0-only AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LicenseRef-WTFPL-2
scenescape-mapping-mapanything,libcairo-gobject2:1.16.0-7,Ubuntu,LGPL-2.1-only
scenescape-mapping-mapanything,libcairo2:1.16.0-7,Ubuntu,LGPL-2.1-only
scenescape-mapping-mapanything,libcap-ng0:0.8.3-1+b3,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libcap2:1:2.66-4+deb12u2+b2,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-mapping-mapanything,libcdio-cdda2:10.2+2.0.1-1,Ubuntu,GFDL-1.2-only AND GPL-3.0-only
scenescape-mapping-mapanything,libcdio-paranoia2:10.2+2.0.1-1,Ubuntu,GFDL-1.2-only AND GPL-3.0-only
scenescape-mapping-mapanything,libcdio19:2.1.0-4,Ubuntu,GFDL-1.2-only AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only
scenescape-mapping-mapanything,libchromaprint1:1.5.1-2+b1,Ubuntu,BSD-3-Clause AND LicenseRef-Expat AND LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libcjson1:1.7.15-1+deb12u4,Ubuntu,Apache-2.0 AND MIT
scenescape-mapping-mapanything,libcodec2-1.0:1.0.5-1,Ubuntu,LicenseRef-JMVBSD AND LicenseRef-KISSFFTBSD AND LGPL-2.1-only
scenescape-mapping-mapanything,libcom-err2:1.47.0-2+b2,Ubuntu,Apache-2.0 AND Apache-2.0 AND BSD-3-Clause AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND Kazlib AND LGPL-2.0-only AND Latex2e
scenescape-mapping-mapanything,libcrypt1:1:4.4.33-2,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libcurl3-gnutls:7.88.1-10+deb12u14,Ubuntu,BSD-3-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND ISC AND OLDAP-2.8 AND X11 AND curl
scenescape-mapping-mapanything,libcurl4:7.88.1-10+deb12u14,Ubuntu,BSD-3-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND ISC AND OLDAP-2.8 AND X11 AND curl
scenescape-mapping-mapanything,libdatrie1:0.2.13-2+b1,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libdav1d6:1.0.0-2+deb12u1,Ubuntu,BSD-2-Clause AND ISC AND LicenseRef-public-domain
scenescape-mapping-mapanything,libdb5.3:5.3.28+dfsg2-1,Ubuntu,LicenseRef-Artistic AND BSD-3-Clause AND LicenseRef-BSD-3-clause-fjord AND LicenseRef-GPL AND GPL-3.0-only AND LicenseRef-MIT-old AND MS-PL AND Sleepycat AND LicenseRef-TCL-like AND X11 AND Zlib
scenescape-mapping-mapanything,libdbus-1-3:1.14.10-1~deb12u1,Ubuntu,AFL-2.1 AND BSD-3-Clause AND LicenseRef-BSD-3-clause-generic AND LicenseRef-Expat AND LicenseRef-FSF-unlimited-permission AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Tcl-BSDish AND LicenseRef-autoconf-archive-permissive AND LicenseRef-g10-permissive
scenescape-mapping-mapanything,libdc1394-25:2.2.6-4,Ubuntu,GPL-2.0-only AND LGPL-2.1-only
scenescape-mapping-mapanything,libdebconfclient0:0.270,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-mapping-mapanything,libdecor-0-0:0.1.1-2,Ubuntu,LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later
scenescape-mapping-mapanything,libdeflate0:1.14-1,Ubuntu,LicenseRef-Expat
scenescape-mapping-mapanything,libdrm-amdgpu1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libdrm-common:2.4.114-1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libdrm-intel1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libdrm-nouveau2:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libdrm-radeon1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libdrm2:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libedit2:3.1-20221030-2,Ubuntu,BSD-3-Clause
scenescape-mapping-mapanything,libelf1:0.188-2.1,Ubuntu,BSD-2-Clause AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3 AND GPL-2.0-only AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later
scenescape-mapping-mapanything,libepoxy0:1.5.10-1,Ubuntu,LicenseRef-Expat
scenescape-mapping-mapanything,liberror-perl:0.17029-2,Ubuntu,LicenseRef-Artistic AND GPL-1.0-only AND GPL-1.0-or-later AND LicenseRef-MIT-X11
scenescape-mapping-mapanything,libexpat1:2.5.0-1+deb12u2,Ubuntu,MIT
scenescape-mapping-mapanything,libext2fs2:1.47.0-2+b2,Ubuntu,Apache-2.0 AND Apache-2.0 AND BSD-3-Clause AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND Kazlib AND LGPL-2.0-only AND Latex2e
scenescape-mapping-mapanything,libffi8:3.4.4-1,Ubuntu,LicenseRef-Expat AND LicenseRef-GPL AND GPL-2.0-or-later AND GPL-3.0-or-later AND MPL-1.1 AND X11 AND LicenseRef-public-domain
scenescape-mapping-mapanything,libflac12:1.4.2+ds-2,Ubuntu,BSD-3-Clause AND GFDL-1.1-or-later AND GFDL-1.2-only AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Public-domain
scenescape-mapping-mapanything,libflite1:2.2-5,Ubuntu,GPL-2.0-only AND GPL-3.0-only
scenescape-mapping-mapanything,libfontconfig1:2.14.1-4,Ubuntu,NOASSERTION
scenescape-mapping-mapanything,libfreetype6:2.12.1+dfsg-5+deb12u4,Ubuntu,BSD-3-Clause AND BSL-1.0 AND FSFAP AND FTL AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND MIT AND LicenseRef-OpenGroup-BSD-like AND LicenseRef-Public-Domain AND Zlib
scenescape-mapping-mapanything,libfribidi0:1.0.8-2.1,Ubuntu,LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-mapping-mapanything,libgbm1:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-mapping-mapanything,libgcc-s1:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-mapping-mapanything,libgcrypt20:1.10.1-3,Ubuntu,GPL-2.0-only AND LicenseRef-LGPL
scenescape-mapping-mapanything,libgdbm-compat4:1.23-3,Ubuntu,LicenseRef-GFDL-NIV-1.3- AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later
