Image,Component,Origin,License
scenescape-controller,cli-32:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,cli-64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,cli-arm64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,click==8.3.1,pypi,BSD-3-Clause
scenescape-controller,comm==0.2.3,pypi,BSD-3-Clause
scenescape-controller,configargparse==1.7.5,pypi,MIT
scenescape-controller,contourpy==1.3.3,pypi,BSD-3-Clause
scenescape-controller,coreutils:9.1-1,Ubuntu,BSD-4-Clause-UC AND FSFULLR AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3 AND GPL-3.0-only AND GPL-3.0-or-later AND ISC
scenescape-controller,cycler==0.12.1,pypi,BSD-3-Clause
scenescape-controller,dash:0.5.12-2,Ubuntu,BSD-3-Clause AND BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-public-domain
scenescape-controller,dash==4.0.0,pypi,MIT
scenescape-controller,debconf:1.5.82,Ubuntu,BSD-2-Clause
scenescape-controller,debian-archive-keyring:2023.3+deb12u2,Ubuntu,LicenseRef-GPL
scenescape-controller,debianutils:5.7-0.5~deb12u1,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND SMAIL-GPL AND LicenseRef-public-domain
scenescape-controller,decorator==5.2.1,pypi,BSD-2-Clause
scenescape-controller,diffutils:1:3.8-4,Ubuntu,FSFAP AND FSFULLR AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3 AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND X11 AND LicenseRef-public-domain
scenescape-controller,dpkg:1.21.22,Ubuntu,BSD-2-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-public-domain-s-s-d
scenescape-controller,e2fsprogs:1.47.0-2+b2,Ubuntu,Apache-2.0 AND Apache-2.0 AND BSD-3-Clause AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND Kazlib AND LGPL-2.0-only AND Latex2e
scenescape-controller,executing==2.2.1,pypi,MIT
scenescape-controller,fastjsonschema==2.21.2,pypi,LicenseRef-BSD
scenescape-controller,ffmpeg:5.1.6,UNKNOWN,NOASSERTION
scenescape-controller,findutils:4.9.0-4,Ubuntu,BSD-3-Clause AND FSFAP AND FSFULLR AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3- AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND ISC AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND X11 AND LicenseRef-public-domain
scenescape-controller,flask==3.1.3,pypi,BSD-3-Clause
scenescape-controller,fontconfig:2.14.1-4,Ubuntu,NOASSERTION
scenescape-controller,fontconfig-config:2.14.1-4,Ubuntu,NOASSERTION
scenescape-controller,fonts-dejavu-core:2.37-6,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND Bitstream-Vera
scenescape-controller,fonttools==4.62.0,pypi,MIT
scenescape-controller,gcc-12-base:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-controller,gdal-data:3.6.2+dfsg-1,Ubuntu,Apache-2.0 AND BSD-3-Clause AND LicenseRef-Base64 AND LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-HPND-3i AND LicenseRef-HPND-disclaimer AND LicenseRef-HPND-eos AND LicenseRef-HPND-p-sl-sgi AND LicenseRef-HPND-sl-gl-sgi AND LicenseRef-HPND-sl-sgi AND IJG AND ISC AND LicenseRef-ITT AND Info-ZIP AND LGPL-2.0-only AND LGPL-2.0-or-later AND PostgreSQL AND Qhull AND LicenseRef-cpl-mem-cache AND LicenseRef-fontconfig AND Libpng AND LicenseRef-public-domain AND Zlib
scenescape-controller,gdal-plugins:3.6.2+dfsg-1+b2,Ubuntu,Apache-2.0 AND BSD-3-Clause AND LicenseRef-Base64 AND LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-HPND-3i AND LicenseRef-HPND-disclaimer AND LicenseRef-HPND-eos AND LicenseRef-HPND-p-sl-sgi AND LicenseRef-HPND-sl-gl-sgi AND LicenseRef-HPND-sl-sgi AND IJG AND ISC AND LicenseRef-ITT AND Info-ZIP AND LGPL-2.0-only AND LGPL-2.0-or-later AND PostgreSQL AND Qhull AND LicenseRef-cpl-mem-cache AND LicenseRef-fontconfig AND Libpng AND LicenseRef-public-domain AND Zlib
scenescape-controller,github.com/tianon/gosu:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,googleapis-common-protos==1.73.0,pypi,LicenseRef-Apache-2.0
scenescape-controller,gosu:1.14-1+b10,Ubuntu,Apache-2.0 AND GPL-3.0-only AND GPL-3.0-or-later
scenescape-controller,gpgv:2.2.40-1.1+deb12u2,Ubuntu,BSD-3-Clause AND CC0-1.0 AND LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND LicenseRef-RFC-Reference AND LicenseRef-TinySCHEME AND LicenseRef-permissive
scenescape-controller,grep:3.8-5,Ubuntu,GPL-3.0-only AND GPL-3.0-or-later
scenescape-controller,grpcio==1.78.0,pypi,Apache-2.0
scenescape-controller,gui:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,gui-32:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,gui-64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,gui-arm64:UNKNOWN,UNKNOWN,NOASSERTION
scenescape-controller,gzip:1.12-1,Ubuntu,LicenseRef-FSF-manpages AND LicenseRef-GFDL-1.3--no-invariant AND LicenseRef-GFDL-3 AND GPL-3.0-only AND GPL-3.0-or-later
scenescape-controller,hostname:3.23+nmu1,Ubuntu,GPL-2.0-only
scenescape-controller,idna==3.11,pypi,BSD-3-Clause
scenescape-controller,importlib-metadata==8.7.1,pypi,Apache-2.0
scenescape-controller,importlib-metadata==8.7.1,pypi,Apache-2.0
scenescape-controller,init-system-helpers:1.65.2+deb12u1,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,ipython==9.10.0,pypi,BSD-3-Clause
scenescape-controller,ipython-pygments-lexers==1.1.1,pypi,NOASSERTION
scenescape-controller,ipywidgets==8.1.8,pypi,LicenseRef-BSD-3-Clause-License
scenescape-controller,itsdangerous==2.2.0,pypi,NOASSERTION
scenescape-controller,jaraco-context==6.1.0,pypi,MIT
scenescape-controller,jaraco-functools==4.4.0,pypi,MIT
scenescape-controller,jaraco-text==4.0.0,pypi,NOASSERTION
scenescape-controller,jedi==0.19.2,pypi,MIT
scenescape-controller,jinja2==3.1.6,pypi,NOASSERTION
scenescape-controller,joblib==1.5.3,pypi,BSD-3-Clause
scenescape-controller,jsonschema==4.26.0,pypi,MIT
scenescape-controller,jsonschema-specifications==2025.9.1,pypi,MIT
scenescape-controller,jupyter-core==5.9.1,pypi,BSD-3-Clause
scenescape-controller,jupyterlab-plotly@6.0.1,npm,MIT
scenescape-controller,jupyterlab-plotly@6.0.1,npm,MIT
scenescape-controller,jupyterlab-widgets==3.0.16,pypi,BSD-3-Clause
scenescape-controller,kiwisolver==1.5.0,pypi,LicenseRef-4e89b2eeb82ea10ec61119c814f2ca0bbccdc22b72d0eb4f5542ef08f6a73ed2
scenescape-controller,libXau:1.0.9-3.el8,UNKNOWN,NOASSERTION
scenescape-controller,libacl1:2.3.1-3,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-only
scenescape-controller,libaec0:1.0.6-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libaom3:3.6.0-1+deb12u2,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND BSD-3-Clause AND LicenseRef-Expat AND ISC AND LicenseRef-public-domain-md5
scenescape-controller,libapt-pkg6.0:2.6.1,Ubuntu,BSD-3-Clause AND LicenseRef-Expat AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,libarchive13:3.6.2-1+deb12u3,Ubuntu,Apache-2.0 AND LicenseRef-BSD-1-clause-UCB AND LicenseRef-BSD-124-clause-UCB AND BSD-2-Clause AND LicenseRef-BSD-3-clause-UCB AND LicenseRef-BSD-4-clause-UCB AND CC0-1.0 AND LicenseRef-Expat AND LicenseRef-OpenSSL-SSLeay AND LicenseRef-PD
scenescape-controller,libarmadillo11:1:11.4.2+dfsg-1,Ubuntu,LicenseRef-Apache AND Apache-2.0 AND GPL-2.0-only
scenescape-controller,libarpack2:3.8.0-3,Ubuntu,BSD-3-Clause
scenescape-controller,libattr1:1:2.5.1-4,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LGPL-2.1-only
scenescape-controller,libaudit-common:1:3.0.9-1,Ubuntu,GPL-1.0-only AND GPL-2.0-only AND LGPL-2.1-only
scenescape-controller,libaudit1:1:3.0.9-1,Ubuntu,GPL-1.0-only AND GPL-2.0-only AND LGPL-2.1-only
scenescape-controller,libblas3:3.11.0-2,Ubuntu,BSD-3-Clause AND LicenseRef-BSD-3-clause-intel
scenescape-controller,libblkid1:2.38.1-5+deb12u3,Ubuntu,BSD-3-Clause AND BSD-4-Clause AND LicenseRef-BSLA AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-LGPL AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND MIT AND LicenseRef-public-domain
scenescape-controller,libblosc1:1.21.3+ds-1,Ubuntu,BSD-3-Clause AND LicenseRef-Expat AND Zlib
scenescape-controller,libbrotli1:1.0.9-2+b6,Ubuntu,MIT
scenescape-controller,libbsd0:0.11.7-2,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND LicenseRef-BSD-2-clause-author AND LicenseRef-BSD-2-clause-verbatim AND BSD-3-Clause AND LicenseRef-BSD-3-clause-John-Birrell AND LicenseRef-BSD-3-clause-Regents AND LicenseRef-BSD-3-clause-author AND LicenseRef-BSD-4-clause-Niels-Provos AND Beerware AND LicenseRef-Expat AND ISC AND LicenseRef-ISC-Original AND libutil-David-Nugent AND LicenseRef-public-domain
scenescape-controller,libbz2-1.0:1.0.8-5+b1,Ubuntu,LicenseRef-BSD-variant AND GPL-2.0-only
scenescape-controller,libc-bin:2.36-9+deb12u13,Ubuntu,GPL-2.0-only AND LGPL-2.1-only
scenescape-controller,libc6:2.36-9+deb12u13,Ubuntu,GPL-2.0-only AND LGPL-2.1-only
scenescape-controller,libcap-ng0:0.8.3-1+b3,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND LGPL-2.1-only AND LGPL-2.1-or-later
scenescape-controller,libcap2:1:2.66-4+deb12u2+b2,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,libcfitsio10:4.2.0-3,Ubuntu,GPL-2.0-only AND LGPL-2.0-only
scenescape-controller,libcharls2:2.4.1-1,Ubuntu,BSD-3-Clause
scenescape-controller,libcom-err2:1.47.0-2+b2,Ubuntu,Apache-2.0 AND Apache-2.0 AND BSD-3-Clause AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND Kazlib AND LGPL-2.0-only AND Latex2e
scenescape-controller,libcrypt1:1:4.4.33-2,Ubuntu,NOASSERTION
scenescape-controller,libcurl3-gnutls:7.88.1-10+deb12u14,Ubuntu,BSD-3-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND ISC AND OLDAP-2.8 AND X11 AND curl
scenescape-controller,libcurl4:7.88.1-10+deb12u14,Ubuntu,BSD-3-Clause AND BSD-3-Clause AND BSD-4-Clause-UC AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND ISC AND OLDAP-2.8 AND X11 AND curl
scenescape-controller,libdav1d6:1.0.0-2+deb12u1,Ubuntu,BSD-2-Clause AND ISC AND LicenseRef-public-domain
scenescape-controller,libdb5.3:5.3.28+dfsg2-1,Ubuntu,LicenseRef-Artistic AND BSD-3-Clause AND LicenseRef-BSD-3-clause-fjord AND LicenseRef-GPL AND GPL-3.0-only AND LicenseRef-MIT-old AND MS-PL AND Sleepycat AND LicenseRef-TCL-like AND X11 AND Zlib
scenescape-controller,libdbus-1-3:1.14.10-1~deb12u1,Ubuntu,AFL-2.1 AND BSD-3-Clause AND LicenseRef-BSD-3-clause-generic AND LicenseRef-Expat AND LicenseRef-FSF-unlimited-permission AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-Tcl-BSDish AND LicenseRef-autoconf-archive-permissive AND LicenseRef-g10-permissive
scenescape-controller,libde265-0:1.0.11-1+deb12u2,Ubuntu,BSD-4-Clause AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND LicenseRef-other-1 AND LicenseRef-public-domain-1
scenescape-controller,libdebconfclient0:0.270,Ubuntu,BSD-2-Clause AND BSD-2-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,libdeflate0:1.14-1,Ubuntu,LicenseRef-Expat
scenescape-controller,libdouble-conversion3:3.2.1-1,Ubuntu,BSD-3-Clause
scenescape-controller,libdrm-amdgpu1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libdrm-common:2.4.114-1,Ubuntu,NOASSERTION
scenescape-controller,libdrm-intel1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libdrm-nouveau2:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libdrm-radeon1:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libdrm2:2.4.114-1+b1,Ubuntu,NOASSERTION
scenescape-controller,libedit2:3.1-20221030-2,Ubuntu,BSD-3-Clause
scenescape-controller,libegl-mesa0:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-controller,libegl1:1.6.0-1,Ubuntu,Apache-2.0 AND BSD-1-Clause AND LicenseRef-GPL AND GPL-3.0-only AND GPL-3.0-or-later AND MIT
scenescape-controller,libelf1:0.188-2.1,Ubuntu,BSD-2-Clause AND GFDL-1.3-only AND LicenseRef-GFDL-NIV-1.3 AND GPL-2.0-only AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later
scenescape-controller,libevdev2:1.13.0+dfsg-1,Ubuntu,Apache-2.0 AND LicenseRef-BSD-3 AND GPL-2.0-only AND GPL-2.0-or-later AND MIT
scenescape-controller,libexpat1:2.5.0-1+deb12u2,Ubuntu,MIT
scenescape-controller,libext2fs2:1.47.0-2+b2,Ubuntu,Apache-2.0 AND Apache-2.0 AND BSD-3-Clause AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND ISC AND Kazlib AND LGPL-2.0-only AND Latex2e
scenescape-controller,libffi8:3.4.4-1,Ubuntu,LicenseRef-Expat AND LicenseRef-GPL AND GPL-2.0-or-later AND GPL-3.0-or-later AND MPL-1.1 AND X11 AND LicenseRef-public-domain
scenescape-controller,libfontconfig1:2.14.1-4,Ubuntu,NOASSERTION
scenescape-controller,libfreetype6:2.12.1+dfsg-5+deb12u4,Ubuntu,BSD-3-Clause AND BSL-1.0 AND FSFAP AND FTL AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND MIT AND LicenseRef-OpenGroup-BSD-like AND LicenseRef-Public-Domain AND Zlib
scenescape-controller,libfreexl1:1.0.6-2,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MPL-1.1
scenescape-controller,libfyba0:4.1.1-8,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND MIT
scenescape-controller,libgbm1:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-controller,libgcc-s1:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-controller,libgcrypt20:1.10.1-3,Ubuntu,GPL-2.0-only AND LicenseRef-LGPL
scenescape-controller,libgdal32:3.6.2+dfsg-1+b2,Ubuntu,Apache-2.0 AND BSD-3-Clause AND LicenseRef-Base64 AND LicenseRef-Expat AND GPL-3.0-only AND GPL-3.0-or-later AND LicenseRef-HPND-3i AND LicenseRef-HPND-disclaimer AND LicenseRef-HPND-eos AND LicenseRef-HPND-p-sl-sgi AND LicenseRef-HPND-sl-gl-sgi AND LicenseRef-HPND-sl-sgi AND IJG AND ISC AND LicenseRef-ITT AND Info-ZIP AND LGPL-2.0-only AND LGPL-2.0-or-later AND PostgreSQL AND Qhull AND LicenseRef-cpl-mem-cache AND LicenseRef-fontconfig AND Libpng AND LicenseRef-public-domain AND Zlib
scenescape-controller,libgdbm6:1.23-3,Ubuntu,LicenseRef-GFDL-NIV-1.3- AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later
scenescape-controller,libgdcm3.0:3.0.21-1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-clause-alike-Alexander-Chemeris AND LicenseRef-BSD-3-clause-alike-CREATIS AND LicenseRef-BSD-3-clause-alike-Jan-de-Vaan AND LicenseRef-BSD-3-clause-alike-Mathieu-Malaterre AND LicenseRef-BSD-3-clause-alike-Theodore-Ts AND BSD-4-Clause AND LicenseRef-BSL AND LicenseRef-Expat AND LGPL-2.0-only AND LGPL-2.0-or-later AND Zlib AND LicenseRef-gdcmjpeg AND LicenseRef-public-domain AND LicenseRef-socketxx AND LicenseRef-zlib-libpng
scenescape-controller,libgeos-c1v5:3.11.1-1,Ubuntu,Apache-2.0 AND BSL-1.0 AND LicenseRef-Expat AND LGPL-2.1-only AND LGPL-2.1-or-later AND Zlib
scenescape-controller,libgeos3.11.1:3.11.1-1,Ubuntu,Apache-2.0 AND BSL-1.0 AND LicenseRef-Expat AND LGPL-2.1-only AND LGPL-2.1-or-later AND Zlib
scenescape-controller,libgeotiff5:1.7.1-2+b1,Ubuntu,BSD-3-Clause AND BSD-4-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-HPND-sl-sgi AND MIT AND LicenseRef-attribution
scenescape-controller,libgfortran5:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-controller,libgif7:5.2.1-2.5,Ubuntu,ISC AND MIT
scenescape-controller,libgl1:1.6.0-1,Ubuntu,Apache-2.0 AND BSD-1-Clause AND LicenseRef-GPL AND GPL-3.0-only AND GPL-3.0-or-later AND MIT
scenescape-controller,libgl1-mesa-dri:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-controller,libglapi-mesa:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-controller,libglib2.0-0:2.74.6-2+deb12u8,Ubuntu,AFL-2.0 AND Apache-2.0 AND LicenseRef-BSD-3-clause-pcre AND CC-BY-SA-3.0 AND CC0-1.0 AND LicenseRef-Expat AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-Iconv-PD AND LicenseRef-Janik-permissive AND LicenseRef-Kuchling-PD AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND LicenseRef-Mingw-PD AND LicenseRef-Old-GLib-Tests-permissive AND LicenseRef-Plumb-PD AND Unicode-DFS-2016 AND bzip2-1.0.6
scenescape-controller,libglvnd0:1.6.0-1,Ubuntu,Apache-2.0 AND BSD-1-Clause AND LicenseRef-GPL AND GPL-3.0-only AND GPL-3.0-or-later AND MIT
scenescape-controller,libglx-mesa0:22.3.6-1+deb12u1,Ubuntu,Apache-2.0 AND BSD-2-Clause AND LicenseRef-BSD-3-google AND LicenseRef-BSL AND LicenseRef-GPL AND LicenseRef-Khronos AND MIT AND LicenseRef-MLAA AND LicenseRef-SGI
scenescape-controller,libglx0:1.6.0-1,Ubuntu,Apache-2.0 AND BSD-1-Clause AND LicenseRef-GPL AND GPL-3.0-only AND GPL-3.0-or-later AND MIT
scenescape-controller,libgmp10:2:6.2.1+dfsg1-1.1,Ubuntu,GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later
scenescape-controller,libgnutls30:3.7.9-2+deb12u6,Ubuntu,Apache-2.0 AND BSD-3-Clause AND LicenseRef-CC0 AND LicenseRef-Expat AND GFDL-1.3-only AND LicenseRef-GPL AND GPL-3.0-only AND LicenseRef-GPLv3- AND LicenseRef-LGPL AND LGPL-3.0-only AND LicenseRef-LGPLv2.1- AND LicenseRef-LGPLv3--or-GPLv2- AND LicenseRef-The
scenescape-controller,libgomp:8.5.0-28.el8_10.alma.1,UNKNOWN,NOASSERTION
scenescape-controller,libgomp1:12.2.0-14+deb12u1,Ubuntu,LicenseRef-Artistic AND GFDL-1.2-only AND LicenseRef-GPL AND GPL-2.0-only AND GPL-3.0-only AND LicenseRef-LGPL
scenescape-controller,libgpg-error0:1.46-1,Ubuntu,BSD-3-Clause AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND LicenseRef-g10-permissive
scenescape-controller,libgraphite2-3:1.3.14-1,Ubuntu,LicenseRef-Artistic AND GPL-1.0-only AND GPL-1.0-or-later AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-only AND LGPL-2.1-or-later AND MPL-1.1 AND LicenseRef-custom-sil-open-font-license AND LicenseRef-public-domain
scenescape-controller,libgssapi-krb5-2:1.20.1-2+deb12u4,Ubuntu,GPL-2.0-only
scenescape-controller,libgudev-1.0-0:237-2,Ubuntu,LGPL-2.0-only AND LGPL-2.0-or-later
scenescape-controller,libharfbuzz0b:6.0.0+dfsg-3,Ubuntu,Apache-2.0 AND CC0-1.0 AND LicenseRef-Expat AND FSFAP AND FSFUL AND FSFULLR AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-only AND GPL-3.0-or-later AND ISC AND LGPL-2.1-only AND LGPL-2.1-or-later AND MIT AND LicenseRef-Monotype AND OFL-1.1 AND LicenseRef-UFL-1.0 AND LicenseRef-Unicode
scenescape-controller,libhdf4-0-alt:4.2.15-5,Ubuntu,Apache-2.0 AND BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LicenseRef-HDF4 AND NetCDF
scenescape-controller,libhdf5-103-1:1.10.8+repack1-1,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,libhdf5-hl-100:1.10.8+repack1-1,Ubuntu,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later
scenescape-controller,libheif1:1.15.1-1+deb12u1,Ubuntu,LicenseRef-BOOST-1.0 AND BSD-3-Clause AND BSD-4-Clause AND GPL-3.0-only AND GPL-3.0-or-later AND LGPL-3.0-only AND LGPL-3.0-or-later AND MIT
scenescape-controller,libhogweed6:3.8.1-2,Ubuntu,LicenseRef-Expat AND LicenseRef-GAP AND LicenseRef-GPL AND GPL-2.0-only AND GPL-2.0-or-later AND GPL-3.0-or-later AND LicenseRef-LGPL AND LGPL-2.0-only AND LGPL-2.0-or-later AND LGPL-3.0-or-later AND LicenseRef-public-domain
scenescape-controller,libhwloc15:2.9.0-1,Ubuntu,GPL-3.0-only
scenescape-controller,libice6:2:1.0.10-1,Ubuntu,NOASSERTION
